2.5582 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
160.0916 	EXP 	fixation: autoDraw = True
161.0990 	EXP 	fixation: autoDraw = False
161.1159 	EXP 	grating: autoDraw = True
161.1159 	EXP 	grating: tex = 'sin'
161.4157 	EXP 	grating: autoDraw = False
161.5521 	EXP 	window1: recordFrameIntervals = False
161.5535 	DATA 	Keypress: right
161.5657 	EXP 	fixation: autoDraw = False
161.5657 	EXP 	grating: autoDraw = False
161.5662 	EXP 	window1: recordFrameIntervals = False
162.5425 	EXP 	fixation: autoDraw = True
163.5491 	EXP 	fixation: autoDraw = False
163.5662 	EXP 	grating: autoDraw = True
163.5662 	EXP 	grating: tex = 'sin'
163.8658 	EXP 	grating: autoDraw = False
163.9197 	EXP 	window1: recordFrameIntervals = False
163.9214 	DATA 	Keypress: left
163.9327 	EXP 	fixation: autoDraw = False
163.9327 	EXP 	grating: autoDraw = False
163.9330 	EXP 	window1: recordFrameIntervals = False
164.9105 	EXP 	fixation: autoDraw = True
165.9157 	EXP 	fixation: autoDraw = False
165.9329 	EXP 	grating: autoDraw = True
165.9329 	EXP 	grating: tex = 'sin'
166.2325 	EXP 	grating: autoDraw = False
166.3022 	EXP 	window1: recordFrameIntervals = False
166.3054 	DATA 	Keypress: right
166.3160 	EXP 	fixation: autoDraw = False
166.3160 	EXP 	grating: autoDraw = False
166.3163 	EXP 	window1: recordFrameIntervals = False
167.2927 	EXP 	fixation: autoDraw = True
168.2992 	EXP 	fixation: autoDraw = False
168.3161 	EXP 	grating: autoDraw = True
168.3161 	EXP 	grating: tex = 'sin'
168.6161 	EXP 	grating: autoDraw = False
168.7188 	EXP 	window1: recordFrameIntervals = False
168.7194 	DATA 	Keypress: left
168.7327 	EXP 	fixation: autoDraw = False
168.7327 	EXP 	grating: autoDraw = False
168.7330 	EXP 	window1: recordFrameIntervals = False
169.7108 	EXP 	fixation: autoDraw = True
170.7161 	EXP 	fixation: autoDraw = False
170.7330 	EXP 	grating: autoDraw = True
170.7330 	EXP 	grating: tex = 'sin'
171.0328 	EXP 	grating: autoDraw = False
171.1704 	DATA 	Keypress: left
171.1866 	EXP 	window1: recordFrameIntervals = False
171.1998 	EXP 	fixation: autoDraw = False
171.1998 	EXP 	grating: autoDraw = False
171.2001 	EXP 	window1: recordFrameIntervals = False
172.1764 	EXP 	fixation: autoDraw = True
173.1829 	EXP 	fixation: autoDraw = False
173.1998 	EXP 	grating: autoDraw = True
173.1998 	EXP 	grating: tex = 'sin'
173.4997 	EXP 	grating: autoDraw = False
173.5527 	EXP 	window1: recordFrameIntervals = False
173.5544 	DATA 	Keypress: left
173.5662 	EXP 	fixation: autoDraw = False
173.5662 	EXP 	grating: autoDraw = False
173.5664 	EXP 	window1: recordFrameIntervals = False
174.5423 	EXP 	fixation: autoDraw = True
175.5497 	EXP 	fixation: autoDraw = False
175.5664 	EXP 	grating: autoDraw = True
175.5664 	EXP 	grating: tex = 'sin'
175.8663 	EXP 	grating: autoDraw = False
175.9547 	DATA 	Keypress: right
175.9691 	EXP 	window1: recordFrameIntervals = False
175.9831 	EXP 	fixation: autoDraw = False
175.9831 	EXP 	grating: autoDraw = False
175.9834 	EXP 	window1: recordFrameIntervals = False
176.9599 	EXP 	fixation: autoDraw = True
177.9667 	EXP 	fixation: autoDraw = False
177.9832 	EXP 	grating: autoDraw = True
177.9832 	EXP 	grating: tex = 'sin'
178.2831 	EXP 	grating: autoDraw = False
178.3528 	EXP 	window1: recordFrameIntervals = False
178.3538 	DATA 	Keypress: right
178.3668 	EXP 	fixation: autoDraw = False
178.3668 	EXP 	grating: autoDraw = False
178.3671 	EXP 	window1: recordFrameIntervals = False
179.3447 	EXP 	fixation: autoDraw = True
180.3499 	EXP 	fixation: autoDraw = False
180.3670 	EXP 	grating: autoDraw = True
180.3670 	EXP 	grating: tex = 'sin'
180.6665 	EXP 	grating: autoDraw = False
180.7192 	EXP 	window1: recordFrameIntervals = False
180.7208 	DATA 	Keypress: right
180.7332 	EXP 	fixation: autoDraw = False
180.7332 	EXP 	grating: autoDraw = False
180.7335 	EXP 	window1: recordFrameIntervals = False
181.7094 	EXP 	fixation: autoDraw = True
182.7169 	EXP 	fixation: autoDraw = False
182.7334 	EXP 	grating: autoDraw = True
182.7334 	EXP 	grating: tex = 'sin'
183.0339 	EXP 	grating: autoDraw = False
183.0696 	DATA 	Keypress: left
183.0866 	EXP 	window1: recordFrameIntervals = False
183.0999 	EXP 	fixation: autoDraw = False
183.0999 	EXP 	grating: autoDraw = False
183.1002 	EXP 	window1: recordFrameIntervals = False
184.0770 	EXP 	fixation: autoDraw = True
185.0832 	EXP 	fixation: autoDraw = False
185.1003 	EXP 	grating: autoDraw = True
185.1003 	EXP 	grating: tex = 'sin'
185.4003 	EXP 	grating: autoDraw = False
185.5196 	EXP 	window1: recordFrameIntervals = False
185.5212 	DATA 	Keypress: right
185.5333 	EXP 	fixation: autoDraw = False
185.5333 	EXP 	grating: autoDraw = False
185.5338 	EXP 	window1: recordFrameIntervals = False
186.5097 	EXP 	fixation: autoDraw = True
187.5167 	EXP 	fixation: autoDraw = False
187.5337 	EXP 	grating: autoDraw = True
187.5337 	EXP 	grating: tex = 'sin'
187.8336 	EXP 	grating: autoDraw = False
187.9204 	EXP 	window1: recordFrameIntervals = False
187.9221 	DATA 	Keypress: left
187.9336 	EXP 	fixation: autoDraw = False
187.9336 	EXP 	grating: autoDraw = False
187.9339 	EXP 	window1: recordFrameIntervals = False
188.9100 	EXP 	fixation: autoDraw = True
189.9170 	EXP 	fixation: autoDraw = False
189.9338 	EXP 	grating: autoDraw = True
189.9338 	EXP 	grating: tex = 'sin'
190.2338 	EXP 	grating: autoDraw = False
190.2863 	EXP 	window1: recordFrameIntervals = False
190.2895 	DATA 	Keypress: right
190.3005 	EXP 	fixation: autoDraw = False
190.3005 	EXP 	grating: autoDraw = False
190.3009 	EXP 	window1: recordFrameIntervals = False
191.2768 	EXP 	fixation: autoDraw = True
192.2840 	EXP 	fixation: autoDraw = False
192.3008 	EXP 	grating: autoDraw = True
192.3008 	EXP 	grating: tex = 'sin'
192.6007 	EXP 	grating: autoDraw = False
192.6708 	EXP 	window1: recordFrameIntervals = False
192.6733 	DATA 	Keypress: right
192.6839 	EXP 	fixation: autoDraw = False
192.6839 	EXP 	grating: autoDraw = False
192.6842 	EXP 	window1: recordFrameIntervals = False
193.6609 	EXP 	fixation: autoDraw = True
194.6670 	EXP 	fixation: autoDraw = False
194.6839 	EXP 	grating: autoDraw = True
194.6839 	EXP 	grating: tex = 'sin'
194.9838 	EXP 	grating: autoDraw = False
195.0866 	EXP 	window1: recordFrameIntervals = False
195.0886 	DATA 	Keypress: left
195.1004 	EXP 	fixation: autoDraw = False
195.1004 	EXP 	grating: autoDraw = False
195.1007 	EXP 	window1: recordFrameIntervals = False
196.0767 	EXP 	fixation: autoDraw = True
197.0839 	EXP 	fixation: autoDraw = False
197.1008 	EXP 	grating: autoDraw = True
197.1008 	EXP 	grating: tex = 'sin'
197.4007 	EXP 	grating: autoDraw = False
197.5877 	EXP 	window1: recordFrameIntervals = False
197.5893 	DATA 	Keypress: right
197.6013 	EXP 	fixation: autoDraw = False
197.6013 	EXP 	grating: autoDraw = False
197.6020 	EXP 	window1: recordFrameIntervals = False
198.5783 	EXP 	fixation: autoDraw = True
199.5840 	EXP 	fixation: autoDraw = False
199.6009 	EXP 	grating: autoDraw = True
199.6009 	EXP 	grating: tex = 'sin'
199.9009 	EXP 	grating: autoDraw = False
199.9704 	DATA 	Keypress: right
199.9871 	EXP 	window1: recordFrameIntervals = False
200.0008 	EXP 	fixation: autoDraw = False
200.0008 	EXP 	grating: autoDraw = False
200.0011 	EXP 	window1: recordFrameIntervals = False
200.9776 	EXP 	fixation: autoDraw = True
201.9842 	EXP 	fixation: autoDraw = False
202.0010 	EXP 	grating: autoDraw = True
202.0010 	EXP 	grating: tex = 'sin'
202.3035 	EXP 	grating: autoDraw = False
202.4040 	EXP 	window1: recordFrameIntervals = False
202.4056 	DATA 	Keypress: left
202.4174 	EXP 	fixation: autoDraw = False
202.4174 	EXP 	grating: autoDraw = False
202.4182 	EXP 	window1: recordFrameIntervals = False
203.3945 	EXP 	fixation: autoDraw = True
204.4008 	EXP 	fixation: autoDraw = False
204.4174 	EXP 	grating: autoDraw = True
204.4174 	EXP 	grating: tex = 'sin'
204.7173 	EXP 	grating: autoDraw = False
204.8199 	EXP 	window1: recordFrameIntervals = False
204.8233 	DATA 	Keypress: left
204.8339 	EXP 	fixation: autoDraw = False
204.8339 	EXP 	grating: autoDraw = False
204.8341 	EXP 	window1: recordFrameIntervals = False
205.8104 	EXP 	fixation: autoDraw = True
206.8175 	EXP 	fixation: autoDraw = False
206.8342 	EXP 	grating: autoDraw = True
206.8342 	EXP 	grating: tex = 'sin'
207.1341 	EXP 	grating: autoDraw = False
207.2025 	EXP 	window1: recordFrameIntervals = False
207.2037 	DATA 	Keypress: left
207.2173 	EXP 	fixation: autoDraw = False
207.2173 	EXP 	grating: autoDraw = False
207.2176 	EXP 	window1: recordFrameIntervals = False
208.1924 	EXP 	fixation: autoDraw = True
209.2013 	EXP 	fixation: autoDraw = False
209.2013 	EXP 	grating: autoDraw = True
209.2013 	EXP 	grating: tex = 'sin'
209.5011 	EXP 	grating: autoDraw = False
209.5225 	EXP 	window1: recordFrameIntervals = False
209.5253 	DATA 	Keypress: left
209.5347 	EXP 	fixation: autoDraw = False
209.5347 	EXP 	grating: autoDraw = False
209.5350 	EXP 	window1: recordFrameIntervals = False
210.5135 	EXP 	fixation: autoDraw = True
211.5180 	EXP 	fixation: autoDraw = False
211.5348 	EXP 	grating: autoDraw = True
211.5348 	EXP 	grating: tex = 'sin'
211.8348 	EXP 	grating: autoDraw = False
211.9045 	EXP 	window1: recordFrameIntervals = False
211.9063 	DATA 	Keypress: left
211.9179 	EXP 	fixation: autoDraw = False
211.9179 	EXP 	grating: autoDraw = False
211.9182 	EXP 	window1: recordFrameIntervals = False
212.8941 	EXP 	fixation: autoDraw = True
213.9013 	EXP 	fixation: autoDraw = False
213.9182 	EXP 	grating: autoDraw = True
213.9182 	EXP 	grating: tex = 'sin'
214.2180 	EXP 	grating: autoDraw = False
214.3091 	DATA 	Keypress: right
214.3196 	EXP 	window1: recordFrameIntervals = False
214.3351 	EXP 	fixation: autoDraw = False
214.3351 	EXP 	grating: autoDraw = False
214.3360 	EXP 	window1: recordFrameIntervals = False
215.3092 	EXP 	fixation: autoDraw = True
216.3182 	EXP 	fixation: autoDraw = False
216.3182 	EXP 	grating: autoDraw = True
216.3182 	EXP 	grating: tex = 'sin'
216.6181 	EXP 	grating: autoDraw = False
216.7547 	EXP 	window1: recordFrameIntervals = False
216.7564 	DATA 	Keypress: right
216.7683 	EXP 	fixation: autoDraw = False
216.7683 	EXP 	grating: autoDraw = False
216.7688 	EXP 	window1: recordFrameIntervals = False
217.7457 	EXP 	fixation: autoDraw = True
218.7516 	EXP 	fixation: autoDraw = False
218.7683 	EXP 	grating: autoDraw = True
218.7683 	EXP 	grating: tex = 'sin'
219.0682 	EXP 	grating: autoDraw = False
219.1210 	EXP 	window1: recordFrameIntervals = False
219.1225 	DATA 	Keypress: left
219.1351 	EXP 	fixation: autoDraw = False
219.1351 	EXP 	grating: autoDraw = False
219.1353 	EXP 	window1: recordFrameIntervals = False
220.1114 	EXP 	fixation: autoDraw = True
221.1182 	EXP 	fixation: autoDraw = False
221.1352 	EXP 	grating: autoDraw = True
221.1352 	EXP 	grating: tex = 'sin'
221.4351 	EXP 	grating: autoDraw = False
221.5725 	EXP 	window1: recordFrameIntervals = False
221.5743 	DATA 	Keypress: left
221.5849 	EXP 	fixation: autoDraw = False
221.5849 	EXP 	grating: autoDraw = False
221.5852 	EXP 	window1: recordFrameIntervals = False
222.5625 	EXP 	fixation: autoDraw = True
223.5687 	EXP 	fixation: autoDraw = False
223.5852 	EXP 	grating: autoDraw = True
223.5852 	EXP 	grating: tex = 'sin'
223.8854 	EXP 	grating: autoDraw = False
223.9214 	EXP 	window1: recordFrameIntervals = False
223.9231 	DATA 	Keypress: right
223.9355 	EXP 	fixation: autoDraw = False
223.9355 	EXP 	grating: autoDraw = False
223.9358 	EXP 	window1: recordFrameIntervals = False
224.9121 	EXP 	fixation: autoDraw = True
225.9186 	EXP 	fixation: autoDraw = False
225.9353 	EXP 	grating: autoDraw = True
225.9353 	EXP 	grating: tex = 'sin'
226.2353 	EXP 	grating: autoDraw = False
226.2740 	DATA 	Keypress: left
226.2881 	EXP 	window1: recordFrameIntervals = False
226.3021 	EXP 	fixation: autoDraw = False
226.3021 	EXP 	grating: autoDraw = False
226.3023 	EXP 	window1: recordFrameIntervals = False
227.2781 	EXP 	fixation: autoDraw = True
228.2853 	EXP 	fixation: autoDraw = False
228.3022 	EXP 	grating: autoDraw = True
228.3022 	EXP 	grating: tex = 'sin'
228.6019 	EXP 	grating: autoDraw = False
228.6392 	EXP 	window1: recordFrameIntervals = False
228.6411 	DATA 	Keypress: right
228.6518 	EXP 	fixation: autoDraw = False
228.6518 	EXP 	grating: autoDraw = False
228.6521 	EXP 	window1: recordFrameIntervals = False
229.6296 	EXP 	fixation: autoDraw = True
230.6354 	EXP 	fixation: autoDraw = False
230.6522 	EXP 	grating: autoDraw = True
230.6522 	EXP 	grating: tex = 'sin'
230.9521 	EXP 	grating: autoDraw = False
231.0386 	EXP 	window1: recordFrameIntervals = False
231.0408 	DATA 	Keypress: right
231.0521 	EXP 	fixation: autoDraw = False
231.0521 	EXP 	grating: autoDraw = False
231.0524 	EXP 	window1: recordFrameIntervals = False
232.0286 	EXP 	fixation: autoDraw = True
233.0358 	EXP 	fixation: autoDraw = False
233.0522 	EXP 	grating: autoDraw = True
233.0522 	EXP 	grating: tex = 'sin'
233.3523 	EXP 	grating: autoDraw = False
233.4055 	DATA 	Keypress: left
233.4230 	EXP 	window1: recordFrameIntervals = False
233.4358 	EXP 	fixation: autoDraw = False
233.4358 	EXP 	grating: autoDraw = False
233.4360 	EXP 	window1: recordFrameIntervals = False
234.4140 	EXP 	fixation: autoDraw = True
235.4190 	EXP 	fixation: autoDraw = False
235.4358 	EXP 	grating: autoDraw = True
235.4358 	EXP 	grating: tex = 'sin'
235.7356 	EXP 	grating: autoDraw = False
235.8216 	EXP 	window1: recordFrameIntervals = False
235.8244 	DATA 	Keypress: right
235.8355 	EXP 	fixation: autoDraw = False
235.8355 	EXP 	grating: autoDraw = False
235.8358 	EXP 	window1: recordFrameIntervals = False
236.8124 	EXP 	fixation: autoDraw = True
237.8189 	EXP 	fixation: autoDraw = False
237.8359 	EXP 	grating: autoDraw = True
237.8359 	EXP 	grating: tex = 'sin'
238.1359 	EXP 	grating: autoDraw = False
238.2075 	DATA 	Keypress: right
238.2219 	EXP 	window1: recordFrameIntervals = False
238.2359 	EXP 	fixation: autoDraw = False
238.2359 	EXP 	grating: autoDraw = False
238.2362 	EXP 	window1: recordFrameIntervals = False
239.2132 	EXP 	fixation: autoDraw = True
240.2195 	EXP 	fixation: autoDraw = False
240.2361 	EXP 	grating: autoDraw = True
240.2361 	EXP 	grating: tex = 'sin'
240.5359 	EXP 	grating: autoDraw = False
240.6069 	DATA 	Keypress: right
240.6227 	EXP 	window1: recordFrameIntervals = False
240.6357 	EXP 	fixation: autoDraw = False
240.6357 	EXP 	grating: autoDraw = False
240.6359 	EXP 	window1: recordFrameIntervals = False
241.6135 	EXP 	fixation: autoDraw = True
242.6192 	EXP 	fixation: autoDraw = False
242.6361 	EXP 	grating: autoDraw = True
242.6361 	EXP 	grating: tex = 'sin'
242.9360 	EXP 	grating: autoDraw = False
243.0223 	EXP 	window1: recordFrameIntervals = False
243.0254 	DATA 	Keypress: right
243.0360 	EXP 	fixation: autoDraw = False
243.0360 	EXP 	grating: autoDraw = False
243.0364 	EXP 	window1: recordFrameIntervals = False
244.0128 	EXP 	fixation: autoDraw = True
245.0193 	EXP 	fixation: autoDraw = False
245.0362 	EXP 	grating: autoDraw = True
245.0362 	EXP 	grating: tex = 'sin'
245.3361 	EXP 	grating: autoDraw = False
245.4227 	EXP 	window1: recordFrameIntervals = False
245.4236 	DATA 	Keypress: left
245.4364 	EXP 	fixation: autoDraw = False
245.4364 	EXP 	grating: autoDraw = False
245.4366 	EXP 	window1: recordFrameIntervals = False
246.4136 	EXP 	fixation: autoDraw = True
247.4193 	EXP 	fixation: autoDraw = False
247.4361 	EXP 	grating: autoDraw = True
247.4361 	EXP 	grating: tex = 'sin'
247.7362 	EXP 	grating: autoDraw = False
247.7390 	EXP 	window1: recordFrameIntervals = False
247.7406 	DATA 	Keypress: right
247.7529 	EXP 	fixation: autoDraw = False
247.7529 	EXP 	grating: autoDraw = False
247.7534 	EXP 	window1: recordFrameIntervals = False
248.7283 	EXP 	fixation: autoDraw = True
249.7362 	EXP 	fixation: autoDraw = False
249.7532 	EXP 	grating: autoDraw = True
249.7532 	EXP 	grating: tex = 'sin'
250.0530 	EXP 	grating: autoDraw = False
250.1227 	EXP 	window1: recordFrameIntervals = False
250.1243 	DATA 	Keypress: left
250.1362 	EXP 	fixation: autoDraw = False
250.1362 	EXP 	grating: autoDraw = False
250.1365 	EXP 	window1: recordFrameIntervals = False
251.1136 	EXP 	fixation: autoDraw = True
252.1197 	EXP 	fixation: autoDraw = False
252.1365 	EXP 	grating: autoDraw = True
252.1365 	EXP 	grating: tex = 'sin'
252.4365 	EXP 	grating: autoDraw = False
252.5228 	EXP 	window1: recordFrameIntervals = False
252.5260 	DATA 	Keypress: right
252.5366 	EXP 	fixation: autoDraw = False
252.5366 	EXP 	grating: autoDraw = False
252.5368 	EXP 	window1: recordFrameIntervals = False
253.5137 	EXP 	fixation: autoDraw = True
254.5199 	EXP 	fixation: autoDraw = False
254.5370 	EXP 	grating: autoDraw = True
254.5370 	EXP 	grating: tex = 'sin'
254.8368 	EXP 	grating: autoDraw = False
254.8731 	EXP 	window1: recordFrameIntervals = False
254.8748 	DATA 	Keypress: left
254.8866 	EXP 	fixation: autoDraw = False
254.8866 	EXP 	grating: autoDraw = False
254.8868 	EXP 	window1: recordFrameIntervals = False
255.8625 	EXP 	fixation: autoDraw = True
256.8700 	EXP 	fixation: autoDraw = False
256.8868 	EXP 	grating: autoDraw = True
256.8868 	EXP 	grating: tex = 'sin'
257.1868 	EXP 	grating: autoDraw = False
257.2733 	EXP 	window1: recordFrameIntervals = False
257.2751 	DATA 	Keypress: left
257.2866 	EXP 	fixation: autoDraw = False
257.2866 	EXP 	grating: autoDraw = False
257.2870 	EXP 	window1: recordFrameIntervals = False
258.2629 	EXP 	fixation: autoDraw = True
259.2700 	EXP 	fixation: autoDraw = False
259.2869 	EXP 	grating: autoDraw = True
259.2869 	EXP 	grating: tex = 'sin'
259.5869 	EXP 	grating: autoDraw = False
259.6232 	EXP 	window1: recordFrameIntervals = False
259.6248 	DATA 	Keypress: left
259.6368 	EXP 	fixation: autoDraw = False
259.6368 	EXP 	grating: autoDraw = False
259.6371 	EXP 	window1: recordFrameIntervals = False
260.6136 	EXP 	fixation: autoDraw = True
261.6200 	EXP 	fixation: autoDraw = False
261.6369 	EXP 	grating: autoDraw = True
261.6369 	EXP 	grating: tex = 'sin'
261.9370 	EXP 	grating: autoDraw = False
261.9747 	EXP 	window1: recordFrameIntervals = False
261.9764 	DATA 	Keypress: left
261.9871 	EXP 	fixation: autoDraw = False
261.9871 	EXP 	grating: autoDraw = False
261.9877 	EXP 	window1: recordFrameIntervals = False
262.9665 	EXP 	fixation: autoDraw = True
263.9702 	EXP 	fixation: autoDraw = False
263.9872 	EXP 	grating: autoDraw = True
263.9872 	EXP 	grating: tex = 'sin'
264.2870 	EXP 	grating: autoDraw = False
264.3552 	EXP 	window1: recordFrameIntervals = False
264.3557 	DATA 	Keypress: right
264.3701 	EXP 	fixation: autoDraw = False
264.3701 	EXP 	grating: autoDraw = False
264.3707 	EXP 	window1: recordFrameIntervals = False
265.3446 	EXP 	fixation: autoDraw = True
266.3537 	EXP 	fixation: autoDraw = False
266.3704 	EXP 	grating: autoDraw = True
266.3704 	EXP 	grating: tex = 'sin'
266.6704 	EXP 	grating: autoDraw = False
266.7731 	EXP 	window1: recordFrameIntervals = False
266.7747 	DATA 	Keypress: right
266.7872 	EXP 	fixation: autoDraw = False
266.7872 	EXP 	grating: autoDraw = False
266.7875 	EXP 	window1: recordFrameIntervals = False
267.7629 	EXP 	fixation: autoDraw = True
268.7708 	EXP 	fixation: autoDraw = False
268.7872 	EXP 	grating: autoDraw = True
268.7872 	EXP 	grating: tex = 'sin'
269.0872 	EXP 	grating: autoDraw = False
269.1558 	EXP 	window1: recordFrameIntervals = False
269.1566 	DATA 	Keypress: right
269.1707 	EXP 	fixation: autoDraw = False
269.1707 	EXP 	grating: autoDraw = False
269.1710 	EXP 	window1: recordFrameIntervals = False
270.1466 	EXP 	fixation: autoDraw = True
271.1538 	EXP 	fixation: autoDraw = False
271.1709 	EXP 	grating: autoDraw = True
271.1709 	EXP 	grating: tex = 'sin'
271.4707 	EXP 	grating: autoDraw = False
271.5238 	DATA 	Keypress: right
271.5372 	EXP 	fixation: autoDraw = False
271.5372 	EXP 	grating: autoDraw = False
271.7440 	EXP 	window1: mouseVisible = True
