key_resp.corr,trials.label,trials.startVal,trials.stepSizes,trials.maxVal,trials.minVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,ISI.started,grating.started,key_resp.started,grating.stopped,trials.response,participant,session,date,expName,psychopyVersion,frameRate,
0,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,65,64,up,0.005,db,0.05095889525938084,0.0007609999738633633,187.53372289985418,187.53372289985418,187.83363809995353,0,grating exp staircase,001,2022-09-07_17h00.24.502,grating psychopy,2022.2.2,59.930157434806084,
0,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,66,65,up,0.005,db,0.05098823800223577,0.000980299897491932,189.9338342999108,189.9338342999108,190.23384079989046,1,grating exp staircase,001,2022-09-07_17h00.24.502,grating psychopy,2022.2.2,59.930157434806084,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,67,66,up,0.005,db,0.05098823800223577,0.0007811998948454857,192.30084710009396,192.30084710009396,192.6006816001609,0,grating exp staircase,001,2022-09-07_17h00.24.502,grating psychopy,2022.2.2,59.930157434806084,
0,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,68,67,up,0.005,db,0.051017597640993846,0.0008538998663425446,194.68388820020482,194.68388820020482,194.983813600149,0,grating exp staircase,001,2022-09-07_17h00.24.502,grating psychopy,2022.2.2,59.930157434806084,
0,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,69,68,up,0.005,db,0.05104697418538392,0.0007787002250552177,197.1008121999912,197.1008121999912,197.40065670013428,1,grating exp staircase,001,2022-09-07_17h00.24.502,grating psychopy,2022.2.2,59.930157434806084,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,70,69,up,0.005,db,0.05104697418538392,0.0008073002099990845,199.60085170017555,199.60085170017555,199.9008872001432,0,grating exp staircase,001,2022-09-07_17h00.24.502,grating psychopy,2022.2.2,59.930157434806084,
0,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,71,70,up,0.005,db,0.05107636764514046,0.000788599718362093,202.00099990004674,202.00099990004674,202.30353929987177,1,grating exp staircase,001,2022-09-07_17h00.24.502,grating psychopy,2022.2.2,59.930157434806084,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,72,71,up,0.005,db,0.05107636764514046,0.0007575000636279583,204.41738050011918,204.41738050011918,204.71728610014543,1,grating exp staircase,001,2022-09-07_17h00.24.502,grating psychopy,2022.2.2,59.930157434806084,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,73,72,up,0.005,db,0.05107636764514046,0.0005842000246047974,206.83420340018347,206.83420340018347,207.13407899998128,1,grating exp staircase,001,2022-09-07_17h00.24.502,grating psychopy,2022.2.2,59.930157434806084,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,74,73,down,0.005,db,0.05104697418538392,0.0003588995896279812,209.20132370013744,209.20132370013744,209.50112969987094,1,grating exp staircase,001,2022-09-07_17h00.24.502,grating psychopy,2022.2.2,59.930157434806084,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,75,74,down,0.005,db,0.05104697418538392,0.0012350999750196934,211.5347561002709,211.5347561002709,211.8348491000943,0,grating exp staircase,001,2022-09-07_17h00.24.502,grating psychopy,2022.2.2,59.930157434806084,
